tmdbId,Title,Release_Date,TMDb_Rating,Genres,Cast,Director,Overview,Original_Title,movieId,User_Avg_Rating,Rating_Norm
129731,Thought of You,2010-05-01,7.1,,,Ryan Jeremy Woodward,"A breathtaking, fantastic, and inspiring hand-animated film which explores the themes of love and loss, through expressive figure drawings and contemporary dance.",Thought of You (2010),179971,2.375,0.475
415254,Trois petits points,2010-08-30,7.0,Animation,,"Tracy Nowocien, Ornélie Prioul, Alice Dieudonné, Florian Parrot, Rémy Schaepman, Lucrèce Andreae",A seamstress is waiting for her husband to come back from the war.,Trois petits points (2010),179999,2.5,0.5
41271,Copacabana,2010-05-16,6.8,Comedy,"Isabelle Huppert, Aure Atika, Lolita Chammah, Jurgen Delnaet, Chantal Banlier",Marc Fitoussi,"Babou seems to be able to shrug off anything. Real jobs, husbands, responsibilities, who needs them? But when she finds out that her own daughter is too ashamed of her to invite her to her wedding, she decides to make some changes.",Copacabana (2010),180057,1.5,0.3
12125,Patagonia,2010-06-10,5.281,"Drama, Adventure","Matthew Rhys, Marta Lubos, Nahuel Pérez Biscayart, Nia Roberts, Matthew Gravelle",Marc Evans,"Patagonia narrates the journeys of two women - one looking for her past, the other for her future. The film inter-cuts between their stories, in which one of them travels south to north through the Welsh springtime and the other east to west through the Argentine autumn.",Patagonia (2010),180125,2.5,0.5
149416,Stanley Pickle,2010-06-06,6.8,"Animation, Science Fiction",,Victoria Mather,"Stanley's life runs like clockwork, until a chance encounter with a mysterious girl turns his world upside down...",Stanley Pickle (2010),180163,4.5,0.9
118788,Umbra,2010-09-09,6.8,"Animation, Adventure, Drama, Fantasy",,Malcolm Sutherland,"An explorer adventures into an unknown world, yet it seems that he has been there before.",Umbra (2010),180181,3.75,0.75
58281,Rinco's Restaurant,2010-02-06,8.2,"Drama, Fantasy","Ko Shibasaki, Kimiko Yo, Brother Tom, Tetsushi Tanaka, Mirai Shida",Mai Tominaga,"After a bad breakup, a young woman returns to her hometown and opens a menuless restaurant. A young woman in her mid 20's becomes so heart broken she loses her voice. To recover, the woman decides to go back to her hometown and stay with her free-spirited mother whom she has not been very close to in the past. The young woman then decides to open a restaurant which accepts only one customer a day, allowing for thoughtful preparation for that customer.",Rinco's Restaurant (2010),180187,3.1217591102962157,0.6243518220592431
323018,Paraiso,2009-09-08,7.2,Drama,"Yiliana Chong, Joaquín Ventura, Gabriella Tello, Jose Luís García, William Gómez",Héctor Gálvez,A group of friends walk across the sandy outskirts of Lima in order to pay their respects to a fallen gang member.,Paraiso (2010),180305,3.1666666666666665,0.6333333333333333
77594,Dead West,2010-10-09,2.462,"Action, Horror, Western","Angélica Celaya, Shannon Whirry, Clint James, J. Lyle, Quinn Lavoie-Higgins",Douglas Myers,"Dead West - or The Rise of the Horror Genre and the Fall of the Western. The story of a western movie actor (Johnny Dust) still trying to make it big in a western film studio and theme park, when a 'new management team' takes over the park and turns the film studio into a fright-fest for the month of Halloween. Haunted by the image of his dead western movie hero, who appears to him on the little screen, Johnny unravels the real intent of management and its opening night 'spectacular', which takes place in the depths of the park's cave.",Dead West (2010),180313,2.25,0.45
50939,Naan Mahaan Alla,2010-08-20,6.452,"Action, Drama, Thriller, Crime","Karthi, Kajal Aggarwal, Jayaprakash, Soori, Aruldoss",Suseenthiran,"A playful young man leads a very happy life, but everything changes when his father witnesses a heinous crime.",Naan Mahan Alla (2010),180579,3.9,0.78
124709,Planeat,2010-04-06,0.0,Documentary,Yvonne O'Grady,"Shelley Lee Davies, Or Shlomi","The story of three men's life-long search for a diet which is good for our health, the environment and the future of our planet - showcasing some of the best food you have ever seen.",Planeat (2010),180651,4.75,0.95
72723,The Final Prophecies,2010-04-01,7.9,"Documentary, History","Kd Bowe, Ronnie Cohen, Allen Farmer, Mike Flanders, Arnold Fruchtenbaum",Brent Miller Jr.,"The validity of ancient prophecy has been debated for centuries and is one of the most controversial subjects in the world today. Join Ronnie Cohen as you go on an epic journey to uncover the secrets behind Middle Eastern prophecy and discover shocking statistical evidence that proves there is more to Biblical history than many believe. Shocking new research reveals that the prophecies foretelling frightening global changes that could usher in a period tribulation and death may be more plausible than many believe. No matter your belief system, the findings presented within this film may change your view of prophecy forever!",The Final Prophecies (2010),181063,3.1217591102962157,0.6243518220592431
58765,Slices of Life,2010-10-23,3.077,"Horror, Science Fiction, Thriller","Kaylee Williams, Jack Guasta, Toya Turner, Deneen Melody, Marv Blauvelt",Anthony G. Sumner,"Sexual Parasites, Disembowelment, Zombies, Serial Killers, Demon Children, Violent Vixens, Rabid Office Workers and Angry Embryos all spring to life from the flesh covered sketch books featured in Anthony G. Sumner's (Gallery of Fear) SLICES OF LIFE.",Slices of Life (2010),181123,2.9,0.58
69157,An Ordinary Execution,2010-02-03,7.0,Drama,"Marina Hands, Édouard Baer, Denis Podalydès, André Dussollier, Gilles Gaston-Dreyfus",Marc Dugain,"During the last days of Stalin's reign, a doctor (Marina Hands) tries to go unnoticed in a society of mutual dread where a neighbour or colleague might ""denounce"" you to the authorities at any moment.But tales of her healing touch have spread and one night she is taken away, not to the infamous Lubyanka prison, but to the Kremlin to attend the ailing Comrade Stalin himself. Uncle Joe (André Dussollier), an old man racked with pain but still as watchful and deadly as a snake.",An Ordinary Execution (2010),181201,4.25,0.85
81311,Blind Date,2010-02-05,4.538,"Comedy, Romance","Katarzyna Maciąg, Bogusław Linda, Anna Dereszowska, Borys Szyc, Tomasz Kot",Wojciech Wójcik,"Majka is young, beautiful and intelligent. It is time for her to learn and work, she has wonderful friends. But unfortunately she can't forget Cezary, who had abandoned her a year ago. So Majka's best friend decides to help her to start a new life.",Blind Date (2010),181289,1.0,0.2
55003,Benda Bilili!,2010-08-19,6.3,"Documentary, Music","Léon Likabu, Roger Landu, Coco Ngambali Yakala , Theo Nsituvuidi, Claude Kinunu Montana ","Renaud Barret, Florent de La Tullaye","Ricky has a dream: to make Staff Benda Bilili the best band in Congo Kinshasa. Roger, a street child, more than ever wants to join these stars of the ghetto, who get around in customized tricycles. Together, they must avoid the pitfalls of the street, stay united and find the force to hope in music. For six years, from the first rehearsals to their triumph in international festivals, BENDA BILILI! (“beyond appearances”) is the story of this dream come reality.",Benda Bilili! (2010),181345,3.75,0.75
51888,Robot Chicken: Star Wars Episode III,2010-12-19,7.4,"Comedy, Science Fiction, Animation, TV Movie, Action, Adventure, Fantasy","Seth Green, Abraham Benrubi, Zac Efron, Seth MacFarlane, Carrie Fisher",Chris McKay,"Robot Chicken: Star Wars Episode III, directed by Chris McKay, combines the satirical sensibilities of Green and Matthew Senreich's Robot Chicken with characters of the Star Wars universe.",Robot Chicken: Star Wars Episode III (2010),181357,3.532608695652174,0.7065217391304348
38372,Superheroes,2010-01-08,3.859,Comedy,"Marta Żmuda-Trzebiatowska, Tomasz Karolak, Paweł Małaszyński, Marcin Bosak, Tomasz Kot",Patryk Vega,"When a policewoman is unfairly accused of selling drugs, her three deadbeat brothers come to the rescue.",Ciacho (2010),181363,1.7,0.33999999999999997
75828,Erratum,2010-09-16,6.4,Drama,"Tomasz Kot, Ryszard Kotys, Tomasz Radawiec, Janusz Michałowski, Karina Kunkiewicz",Marek Lechki,"Michał, a former musician who gave up his dreams and became an accountant, is asked by his boss to retrieve a truck he had shipped from America. The destination is Michael's former hometown, a port town which Michal left in a hurry years earlier. After retrieving the truck, Michał is involved in a serious accident which forces him to stay in town and reconcile several broken relationships.",Erratum (2010),181377,3.5,0.7
321285,Made in Poland,2010-05-26,5.8,Drama,"Piotr Wawer Jr., Janusz Chabior, Przemysław Bluszcz, Magdalena Kuta, Grzegorz Sowa",Przemysław Wojcieszek,"Bogus Kowalski is such a radical 17-year-old rebel that he even decides to have a ""F*ck Off"" tattoo on his forehead. His anger and frustration cannot be diminished by anyone, including his mother, Polish teacher and priest.",Made in Poland (2010),181381,3.75,0.75
58635,Breakfast in Bed,2010-11-10,5.921,"Comedy, Romance","Tomasz Karolak, Małgorzata Socha, Izabela Kuna, Piotr Adamczyk, Iwona Bielska",Krzysztof Lang,Piotr's life is not working out for him until he unexpectedly hits the cover of a popular magazine.,Śniadanie do łóżka (2010),181383,0.5,0.1
68798,Zwerbowana miłość,2010-12-25,5.444,"Action, Drama","Robert Więckiewicz, Joanna Orleańska, Krzysztof Stroiński, Sonia Bohosiewicz, Maria Seweryn",Tadeusz Król,A prostitute is enlisted into the Security Services in order to steal some highly classified records just as the communist regime is about to topple. What begins as political intrigue deftly turns into a complicated love affair.,Zwerbowana miłość (2010),181387,2.5,0.5
91530,The Christening,2010-10-22,6.333,Drama,"Wojciech Zieliński, Tomasz Schuchardt, Natalia Rybicka, Adam Woronowicz, Michał Koterski",Marcin Wrona,"Michal has what he always dreamed of: a beautiful wife named Magda, a newborn son, his own firm. He chooses an old friend, Janek, to be the godfather of his child. This is just the beginning of Michal's plan, who asks his friend to take an interest in his wife... At the beginning the plan works out, but it becomes increasingly difficult for Michal to come to terms with it. Michal knows his deeply hidden past will inevitably come back to him, and Janek will have to make a decision, of which he will never forget the consequences.",The Christening (2010),181389,3.25,0.65
68791,Holy Business,2010-08-27,4.6,Comedy,"Adam Woronowicz, Piotr Adamczyk, Dorota Landowska, Patricia Kazadi, Mariusz Bonaszewski",Maciej Wojtyszko,"A movie about a couple of semi-estranged brothers who at first feel they've been screwed by their father having the gall to die, leaving the bulk of his estate to the church.  Only to then learn that they've been willed a car that may have been owned by the pope.",Holy Business (2010),181391,2.5,0.5
79782,Venice,2010-06-11,7.0,"Drama, Romance","Marcin Walewski, Magdalena Cielecka, Mariusz Bonaszewski, Agnieszka Grochowska, Grażyna Błęcka-Kolska",Jan Jakub Kolski,An atmospheric coming-of-age story featuring an imaginative young boy named Marek who dreams of escaping an increasingly dangerous Poland on the eve of war for beautiful Venice.,Venice (2010),895,2.839622641509434,0.5679245283018868
79782,Venice,2010-06-11,7.0,"Drama, Romance","Marcin Walewski, Magdalena Cielecka, Mariusz Bonaszewski, Agnieszka Grochowska, Grażyna Błęcka-Kolska",Jan Jakub Kolski,An atmospheric coming-of-age story featuring an imaginative young boy named Marek who dreams of escaping an increasingly dangerous Poland on the eve of war for beautiful Venice.,Venice (2010),181393,3.5,0.7
68618,Mystification,2010-03-26,5.8,"Mystery, Thriller, History","Jerzy Stuhr, Maciej Stuhr, Ewa Błaszczyk, Karolina Gruszka, Mariusz Benoit",Jacek Koprowicz,"Lazowski, an expelled university student, investigates the supposed suicide of the famous artist Witkacy and tries to prove that the artist is in fact still alive.",Mystification (2010),181397,3.0,0.6
45822,Little Rose,2010-03-12,6.857,"History, Drama, Romance","Andrzej Seweryn, Magdalena Boczarska, Robert Więckiewicz, Jacek Braciak, Grażyna Szapołowska",Jan Kidawa-Błoński,"Pressured by his superiors to disgrace public intellectual Warczewski, a professor and respected writer whom they believe to be a ""camouflaged Zionist,"" rough security-services colonel Rozek enlists his sexy but naive girlfriend, Kamila, to insinuate herself into the distinguished older man's life and report on his every move. Not particularly interested in serving communism but eager to please her domineering lover, Kamila accepts the mission, reporting under the code name ""Little Rose."" As quick scenes contrast Kamila's crude pleasures with Rozek and her more refined experiences with Warczewski, it becomes clear that the more time the unschooled young woman spends with the professor, the more she comes to have true feelings for him.",Little Rose (2010),181399,3.5,0.7
75825,Zero,2010-08-01,7.2,"Animation, Drama",Nicholas McKay,Christopher Kezelos,"In a world that judges people by their number, Zero faces constant prejudice and persecution. He walks a lonely path until a chance encounter changes his life forever: he meets a female zero. Together they prove that through determination, courage, and love, nothing can be truly something.",Zero (2010),181415,3.4166666666666665,0.6833333333333333
49679,Action Replayy,2010-11-05,5.2,"Comedy, Romance, Science Fiction","Akshay Kumar, Aishwarya Rai Bachchan, Aditya Roy Kapur, Neha Dhupia, Randhir Kapoor",Vipul Amrutlal Shah,A young man tries to revive his parents' wilting marriage by traveling to the 1970s when their romance was budding to help make it bloom: something more complex than he expects.,Action Replayy (2010),182705,2.65,0.53
69597,Aayirathil Oruvan,2010-01-14,6.6,"Action, Adventure","Karthi, R. Parthiban, Reema Sen, Andrea Jeremiah, Prathap Pothan",Selvaraghavan,"An expedition sets out to uncover the long-lost traces of the Chola dynasty, venturing into uncharted lands filled with ancient traps, hostile forces, and forgotten secrets. What begins as a search for history soon becomes a perilous struggle for survival, where myths and reality collide and the fate of an entire legacy hangs in the balance.",Ayirathil Oruvan (2010),182895,3.0,0.6
51271,Yaroslav. A Thousand Years Ago,2010-10-14,5.1,"Action, Drama, History","Aleksandr Ivashkevich, Aleksei Kravchenko, Svetlana Chuikina, Viktor Verzhbitskiy, Valeriy Zolotukhin",Dmitriy Korobkin,"Young Russian Prince Yaroslav fights the robbers, tribes and the invaders. He is the first to unite Russian lands and to create the original Russian state.",Yaroslav. A Thousand Years Ago (2010),182929,4.0,0.8
35963,Dragon Trap,2010-01-22,5.696,"Action, Crime, Thriller","Uğur Yücel, Kenan İmirzalıoğlu, Nejat İşler, Berrak Tüzünataç, Ceyda Düvenci",Uğur Yücel,"When a serial killer goes after former convicted pedophiles, it is up to Police Commissioner Abbas and his Chief Celal to stop the killings.",Dragon Trap (2010),182975,3.5,0.7
37427,Adını Sen Koy,2009-08-10,4.1,Drama,"Melis Birkan, Cemal Toktas, Ali İl, Ahmet Mümtaz Taylan, Itır Esen",Tuna Kiremitçi,"When a man invites his friend who lives in Germany to be his best man in their wedding, this guest falls in love with his fiance.",Adını Sen Koy (2010),182977,4.0,0.8
52149,Ask Your Heart,2010-03-12,7.5,Drama,"Tuba Büyüküstün, Kenan Ece, Hakan Eratik, Ayla Algan, Hakan Karahan",Yusuf Kurçenli,"A love affair threatened by a barrier as great as itself... Can differences of faith stand in the way of an innocent love affair? Two young people, Esma and Mustafa, fall in love. For them, the future only has meaning if they are together. Failing this, life is meaningless. However, overhanging their love is a barrier unique to the period and location: Mustafa is a clandestine Christian, when everyone including Esma thinks he is Muslim. In the meantime, the Ottoman Empire introduces a series of reforms giving Christians the same rights as Muslims. From this point on, the Church urges secret Christians to reveal their faith. This poses a dilemma for Mustafa: he is caught between his love and the Church.",Ask Your Heart (2010),182983,3.0,0.6
51073,"Zaitsev, burn! Showman Story",2010-12-02,1.8,Comedy,"Valery Zakutsky, Marina Aleksandrova, Mikhail Efremov, Marat Basharov, Konstantin Lavronenko",Anton Barchevskiy,"Alexey Zaitsev is a professional showman. Restless agent and endless activities further and further alienate Zaitsev from the beloved. But the main problem is that he's been lying to everyone all his life, since kindergarten. And once the showman decides to experiment, after which all and he begins to tell the truth…","Zaytsev, zhgi! Istoriya shoumena (2010)",183257,2.5,0.5
30510,As Night Falls,2010-09-09,4.3,"Horror, Action","Debbie Rochon, Julie Anne Prescott, Jeremy King, Deneen Melody, Lily Cardone",Joe Davison,"10 year old Amelia's parents think it's time for her to go to sleep permanently,..... leaving her broken body in a silent shallow grave. 50 years later, Mommy and Daddy are back from hell, intent on wreaking the same deadly discipline on anyone not in bed by nightfall",As Night Falls (2010),183289,2.5,0.5
53314,The Song of Lunch,2010-10-08,6.7,"TV Movie, Drama","Alan Rickman, Emma Thompson, Siubhan Harrison, Joseph Long, Georgina Sutcliffe",Niall MacCormick,"A dramatisation of Christopher Reid's narrative poem that tells the story of an unnamed book editor who, fifteen years after their break-up, is meeting his former love for a nostalgic lunch at Zanzotti's, the Soho restaurant they used to frequent.",The Song of Lunch (2010),183321,3.5625,0.7125
69983,The Impasse of Desire,2010-10-20,5.625,Thriller,"Maurice Aufair, Céline Bolomey, Michel Cassagne, Rémy Girard, Laurent Lucas",Michel Rodde,"When the distinguished psychiatrist Robert Block discovers that his young wife Carole has betrayed him, he is thrown completely off balance. His jealousy hinders him from caring for his patients as responsibly as he should, until Léo Debond , a psychotic and depressive single, seeks his help. Robert sees him with a mixture of compassion and secret contempt. After Carole wants to leave him for good, he takes advantage of Léo’s trust and dependence and makes him an accomplice in a secret plan aiming to end his own pain.",Impasse du désir (2010),183363,3.5,0.7
45950,La passione,2010-09-24,6.5,Comedy,"Silvio Orlando, Giuseppe Battiston, Kasia Smutniak, Marco Messeri, Maria Paiato",Carlo Mazzacurati,"To avoid being sued, a film director reluctantly agrees to set up and direct the Good Friday celebrations in a small Tuscan town.",The Passion (2010),183779,3.25,0.65
89994,The Psycho Legacy,2010-10-19,6.533,"Documentary, Horror","Paul Ehlers, Diana Scarwid, Henry Thomas, Olivia Hussey, Juliette Cummins",Robert V. Galluzzo,"The cast and crew of all four Psycho films recall their time working on the influential horror series, and modern masters of horror reminisce on what the movies stirred in them.",The Psycho Legacy (2010),184073,2.0,0.4
50099,Break Ke Baad,2010-11-25,5.488,"Drama, Comedy, Romance","Imran Khan, Deepika Padukone, Shahana Goswami, Sharmila Tagore, Lillete Dubey",Danish Aslam,"Aaliya is not ready for commitment even after a decade-long friendship with Abhay. She remains indifferent when he follows her to Australia, but is finally shaken when he announces his marriage.",Break Ke Baad (2010),184219,2.8333333333333335,0.5666666666666667
46206,Who Is Clark Rockefeller?,2010-12-01,5.1,"Crime, Drama, History","Eric McCormack, Sherry Stringfield, Emily Alyn Lind, Stephen McHattie, Regina Taylor",Mikael Salomon,"Called ""the longest running con in FBI history,"" Christian Karl Gerhartsreiter, the man that people knew as ""Clark Rockefeller"" had brilliantly impersonated numerous people, ranging from a talk show host to a Pentagon Advisor before ultimately claiming to be an heir to the famous Rockefeller family. Confident from the success of his prior scams, Clark quickly became well known and highly respected among Boston's elite and used his purported high society status to charm his way into the life of Sandra Boss, a millionaire with a Harvard MBA and a partner at the prestigious management consulting firm, McKinsey &amp; Company.",Who Is Clark Rockefeller? (2010),184487,2.125,0.425
56174,Special Treatment,2010-09-29,4.206,"Drama, Comedy","Isabelle Huppert, Bouli Lanners, Richard Debuisne, Valérie Dréville, Mathieu Carrière",Jeanne Labrune,"Drawing some intriguing parallels between the work of the prostitute and that of the psychiatrist-both have clients, both charge for sessions, both take on roles that serve the needs, psychological or otherwise, of those they serve, Jeanne Labrune's drama stars Isabelle Huppert and Bouli Lanners as, respectively, Alice, a disaffected call girl and Xavier, a shrink with a crumbling domestic situation.",Special Treatment (2010),184563,3.5,0.7
52688,November Christmas,2011-06-21,7.5,"TV Movie, Drama","Sam Elliott, John Corbett, Sarah Paulson, Karen Allen, Emily Alyn Lind",Robert Harmon,"A young father asks for pumpkins at the local farm stand. ""In August? No."" the farmer replies. The farmer ruminates on the odd request and gets involved with strangers for the first time since his son's death long ago.",November Christmas (2010),184955,3.75,0.75
51597,Chasing 3000,2010-07-16,6.0,Drama,"Ray Liotta, Rory Culkin, Trevor Morgan, Tania Raymonde, Willa Holland",Greg Lanesey,"As the 1972 baseball season draws to a close and star player Roberto Clemente prepares to knock hit number 3,000 out of the park, two brothers -- one of whom is afflicted with muscular dystrophy -- make the drive from Los Angeles to Pittsburgh in hopes of witnessing sports history in the making. Based on a true story, Chasing 3000 is directed by Gregory J. Lanesey and features Ray Liotta.",Chasing 3000 (2010),185017,3.5,0.7
42942,Closed for the Season,2010-03-12,3.7,Horror,"Aimee Brooks, Damian Maffei, Joe Unger, William Waters, Alex Gabrielsen",Jay Woelfel,"Trapped in a forgotten amusement park, a young woman (Kristy) finds herself terrorized by the living memories of the park. She must break free from the park's grasp before she becomes its next victim.",Closed for the Season (2010),185055,0.5,0.1
193606,Attenborough's Journey,2010-10-23,7.3,Documentary,"David Attenborough, Anthony Geffen, Martin Williams",David Lee,"Following David Attenborough as he travels the globe to film his series, David Attenborough's First Life, in which he explores the very origins of life on Earth.  David journeys to the parts of the world which have had special meaning to him during his 50 years of broadcasting. Beginning near his boyhood Leicestershire home, where he first collected fossils, he then travels to Morocco's arid deserts, the glaciers of Canada and crystal clear waters of Australia's Great Barrier Reef.  As a prelude to the First Life series, Attenborough's Journey provides a unique insight into the mind and character of one of the world's most iconic broadcasters as he shares his passions for the natural world. Combining his global journey for First Life and archive material looking back at his illustrious career both as a programme maker and a controller of the BBC, the film reveals what makes him tick.",Attenborough's Journey (2010),185175,3.1217591102962157,0.6243518220592431
44897,Weddings and Other Disasters,2010-04-23,5.246,"Comedy, Romance","Margherita Buy, Fabio Volo, Luciana Littizzetto, Francesca Inaudi, Marisa Berenson",Nina Di Majo,"A single, independent woman finds herself organizing her sister's wedding with the help of her future brother-in-law.",Weddings and Other Disasters (2010),185289,3.0,0.6
72939,WWE: Top 50 Superstars of All Time,2010-12-07,8.3,Documentary,"Steve Austin, Hulk Hogan, Dwayne Johnson, Ric Flair, Michael Hickenbottom",Kevin Dunn,"A countdown of the greatest superstars in WWE History. From Hulk Hogan to Randy Savage to The Rock to John Cena enjoy an experience down memory lane for long-time fans, and a new experience for new fans of WWE.",WWE: Top 50 Superstars of All Time (2010),185661,3.25,0.65
243887,Naomi,2010-02-13,6.2,Drama,"Melanie Peres, Yossi Pollak, Rami Heuberger, Orna Porat",Eitan Tzur,"Ilan Ben-Natan is a man on his sixties and a well-known professor of astrophysics at the University of Haifa. He is married with Naomi, a 28 years old, attractive book illustrator. Inclined to suspect, he finds out her wife's betrayal and then face his wife's lover, Oded Safra, a painter and a filmmaker, younger than him. During the argument, the scientist kills his rival and takes away the corpse in the boot of his car. With the complicity of his 80 years old mother, Ilan buries the man in a hole just dig in the cemetery. After a series of casualties, the corpse is then found and the commissioner Anton Karam, an old friend of the professor, starts the police investigation. When every signs seems to lead to the discovery of the assassin, an unexpected event will call every element into question again.",Naomi (2010),185807,3.0,0.6
50009,Eşrefpaşalılar,2010-03-05,5.3,"Comedy, Drama","Sinan Albayrak, Turgay Tanülkü, Burak Tarık, Hüseyin Soysalan, Sermin Hürmeriç",Hüdaverdi Yavuz,"Two friends originally from Izmir-Eşrefpaşa have settled in Istanbul… While Tayyar (Hüseyin Soysalan) has become a mafia leader based on his passion for power and ruling, Davut (Turgay Tanülkü) has been managing a café in his small neighbourhood. Both have loved the same woman, Madam Eleni (Sermin Hürmeriç). But she had to get married to Tayyar despite her love for Davut. She also had a daughter called Duygu (Deniz Özpınar). However, Tayyar, knowing that Eleni’s heart belongs to Davut, leaves Eleni and his daughter alone. Tayyar, continuously looking for ways for revenge, finally finds it in convincing Nusret (Burak Tarık), Davut’s adopted son, to choose his dirty way. Nusret, the tough-guy of the neighbourhood gets into a big dilemma since he couldn’t make a choice between his girl as well as the people he loves and money and power.",Eşrefpaşalılar (2010),185825,3.0,0.6
62489,Bedways,2010-10-07,4.694,"Music, Drama, Romance","Miriam Mayet, Lana Cooper, Matthi Faust, Arno Frisch, Laura Tonke",Rolf Peter Kahl,"A huge, run-down apartment in Berlin Mitte. Two women and a man, rehearsals for a movie about love and sex, that will never be shot. Acting and reality mingle into a dangerous mélange.",Bedways (2010),186049,3.5,0.7
79571,Day & Night,2010-10-06,4.583,Drama,"Anna Rot, Magdalena Kronschläger, Philipp Hochmair, Martina Spitzer, Adrian Topol",Sabine Derflinger,An unreservedly matter-of-fact look at two young women who consider prostitution an adventure until reality catches up with them.,Tag und Nacht (2010),186059,2.875,0.575
137677,Snap,2010-07-04,7.0,Drama,"Aisling O'Sullivan, Stephen Moran, Eileen Walsh, Mick Lally, Pascal Scott",Carmel Winters,"While Sandra opens up to a documentary film crew, flashbacks show her teenage son, Stephen, mysteriously kidnapping a toddler, and holding him captive. Eventually, the stories intersect to explain the abduction and the family's three-generation legacy of abuse in this mesmerizing psychological drama.",Snap (2010),186235,4.0,0.8
73852,Dirty Pictures,2010-03-13,6.132,Documentary,Alexander Shulgin,Étienne Sauret,"Alexander 'Sasha' Shulgin is the scientist behind more than 200 psychedelic compounds including MDMA, more commonly known as Esctasy. Considered to be one of the the greatest chemists of the twentieth century, Sasha's vast array of discoveries have had a profound impact in the field of psychedelic research. 'Dirty Pictures' delves into the lifework of Dr. Shulgin and scientists alike, explores the world of these scientists; their findings and motivations, their ideas, and their beliefs as to how research in this particular field can aid in unlocking the complexities of the mind.",Dirty Pictures (2010),186245,4.0,0.8
265655,Big Bang Big Boom,2010-07-04,6.1,Animation,,Blu,Bold and innovative animation takes drawing into the real world.,Big Bang Big Boom (2010),186349,3.625,0.725
153599,Wisdom Teeth,2010-01-21,6.7,"Comedy, Animation","Don Hertzfeldt, Roxanna Hibdon",Don Hertzfeldt,"After a wisdom tooth operation, a man decides to let his friend pull out one of the stitches.",Wisdom Teeth (2010),186351,3.0,0.6
59293,Summer Coda,2010-10-21,4.538,"Drama, Romance","Rachael Taylor, Jacki Weaver, Alex Dimitriades, Reef Ireland, Cassandra Magrath",Richard Gray,"Hitchhiking home to a family she's never known, Heidi meets Michael. In the stunning orange groves of country Australia, they embark on an adventure, discovering their secrets and lives may be better shared.",Summer Coda (2010),186411,3.5,0.7
53910,Dancing Across Borders,2010-03-26,5.2,Documentary,Olga Kostritzky,Anne Bass,"On a trip to Angkor Wat in Siem Reap, Cambodia in January 2000, filmmaker Anne Bass came across a sixteen-year-old boy who moved her immensely with his amazing natural charm and grace as a dancer. A longtime devotee of the world of dance, Bass felt compelled to give this young boy the opportunity to leave his home and follow a dream that he could not yet have fully imagined. From the serene countryside of Southeast Asia to the halls of New York’s School of American Ballet to the stage of the Pacific Northwest Ballet in Seattle, DANCING ACROSS BORDERS peeks behind the scenes into the world of dance and chronicles the intimate and triumphant story of a boy who was discovered, and who only much later discovered all that he had in himself.",Dancing Across Borders (2010),186413,3.3333333333333335,0.6666666666666667
213971,The Road to Coronation Street,2010-09-15,7.1,"TV Movie, Drama","David Dawson, Jessie Wallace, Celia Imrie, Jane Horrocks, Shaun Dooley",Charles Sturridge,"The story of how 22 year old writer Tony Warren conceived, wrote and fought for the record breaking UK TV series Coronation Street.",The Road to Coronation Street (2010),186417,3.0,0.6
48999,The Life of Fish,2010-06-10,5.8,"Romance, Drama","Santiago Cabrera, Blanca Lewin, Antonia Zegers, Víctor Montero, Sebastián Layseca",Matías Bize,"At a house party, a handsome man wanders around catching up with friends he has not seen for some years. A travel writer now based in Berlin, Andre appears to be living an exciting international life, and yet... something has drawn him back home to Santiago. As the night goes on, we realize that a tragedy binds this group - an event that was also the impetus for Andre's departure from Chile years ago. Moreover, there is someone at the party he goes to great lengths to avoid. But she is the very person he most needs to see.",The Life of Fish (2010),186419,2.8333333333333335,0.5666666666666667
66046,Worried About the Boy,2010-05-16,6.3,Drama,"Douglas Booth, Mathew Horne, Francis Magee, Richard Madden, Freddie Fox",Julian Jarrold,"In 1980 young George O'Dowd baffles his parents with his love of frocks and make-up and moves into a squat with kindred spirit Peter, who dresses as Marilyn Monroe and calls himself Marilyn. They make a splash at Steve Strange's trendy Blitz Club where George gets a job in the cloakroom but George is unlucky in his relationships with men until he meets wannabe musician Kirk. Through Kirk George meets the handsome drummer Jon Moss, on whom he develops a crush, but sacked by the Blitz and spurned by Kirk, George turns to Sex Pistols' manager Malcolm McLaren to further his music career. George's spell with McLaren's group Bow Wow Wow is short but fan Mikey North is impressed and asks George to sing in a group he is forming, where George again meets Jon. They will have an affair and the group will become the very successful Culture Club. Four years later, however, hounded by the tabloid press amid stories of his drug addiction, an unhappy George turns to Jon for advice on his future.",Worried About the Boy (2010),186421,3.8333333333333335,0.7666666666666667
55463,Dark Metropolis,2010-12-07,1.5,Science Fiction,"Bailey Chase, Eric Scott Woods, Ron Perlman, Arthur Roberts, Mercedes Le Anza",Stewart St. John,"Mankind has lost a 300-year war against a genetically enhanced race that man created, abused, and tortured. The descendants of that race, called the 'Ghen', control planet Earth. An entire new universe has risen inside the remnants of our world. Humans work the surface as factory slaves in the New World Order, with pockets of resistance carrying on the freedom fight. As rising Ghen politician Crecilius Pryme takes power he urges his people to annihilate the remaining human population unleashing a shocking secret that will change the world forever.",Dark Metropolis (2010),186427,2.1666666666666665,0.4333333333333333
